date,open,low,high,close,volume
2025-01-21 00:00:00,1.03895,1.0389,1.03908,1.03903,152
2025-01-21 00:01:00,1.03903,1.03901,1.03913,1.03909,95
2025-01-21 00:02:00,1.03909,1.03908,1.03918,1.03917,125
2025-01-21 00:03:00,1.03917,1.03916,1.03919,1.03917,25
2025-01-21 00:04:00,1.03917,1.03911,1.03917,1.03912,38
2025-01-21 00:05:00,1.03912,1.03892,1.03912,1.03893,139
2025-01-21 00:06:00,1.03893,1.03888,1.03902,1.039,106
2025-01-21 00:07:00,1.039,1.03896,1.03901,1.039,64
2025-01-21 00:08:00,1.039,1.03893,1.03906,1.03898,86
2025-01-21 00:09:00,1.03898,1.03892,1.039,1.03899,73
2025-01-21 00:10:00,1.03899,1.03883,1.039,1.03883,124
2025-01-21 00:11:00,1.03883,1.03879,1.03883,1.03879,64
2025-01-21 00:12:00,1.03879,1.03865,1.03879,1.0387,81
2025-01-21 00:13:00,1.0387,1.0387,1.03878,1.03875,118
2025-01-21 00:14:00,1.03875,1.03867,1.03876,1.03867,41
2025-01-21 00:15:00,1.03867,1.03863,1.0387,1.03865,77
2025-01-21 00:16:00,1.03865,1.03864,1.03876,1.03866,85
2025-01-21 00:17:00,1.03866,1.03866,1.03874,1.03867,73
2025-01-21 00:18:00,1.03867,1.03865,1.03869,1.03868,48
2025-01-21 00:19:00,1.03868,1.03859,1.03872,1.03861,107
2025-01-21 00:20:00,1.03861,1.03859,1.03867,1.03867,69
2025-01-21 00:21:00,1.03867,1.03863,1.03871,1.03863,51
2025-01-21 00:22:00,1.03863,1.03862,1.03869,1.03868,50
2025-01-21 00:23:00,1.03868,1.03862,1.03868,1.03862,30
2025-01-21 00:24:00,1.03862,1.03854,1.03862,1.03858,32
2025-01-21 00:25:00,1.03858,1.03847,1.03858,1.03848,82
2025-01-21 00:26:00,1.03848,1.03842,1.0385,1.03848,41
2025-01-21 00:27:00,1.03848,1.03838,1.0385,1.03838,52
2025-01-21 00:28:00,1.03838,1.03828,1.03846,1.03844,172
